"2
",,,,перечень сигналов ивановская тэц-2,,2135,,1044,508,580,3,965,75,KKS параметра,Питание датчика,KKS механизма,min,max,Ед.изм,"Участие
в задачах",Примечание
,,,,Расход газа на горелку №1,цифровой,входящий,RS485 Modbus RTU,,,,,1,1,F1HHG01CF001,,,0,2500.0,м³/ч,Р,
,,,,Расход газа на горелку №2,цифровой,входящий,RS485 Modbus RTU,,,,,1,1,F1HHG02CF001,,,0,2500.0,м³/ч,Р,
,,,ШКА,пуск котлоагрегата,цифровой,исходящий,Eth MODBUS TCP,,,,,1,1,,,,,,,,
,,,,останов котлоагрегата,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,котлоагрегат в работе,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,котлоагрегат остановлен,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,авария котлоагрегата,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,аварийный останов котлоагрегата,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,квитирование аварии,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,расход сетевой воды через котел,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,расход  сетевой  воды  через  котел недопустим  - останов,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,температура уходящих газов,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,содержание о2 в уходящих газах,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,разряжение в топке котла,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,разряжение за котлом,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,температура воды на входе в котел,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,температура воды на выходе из котла,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,температура воды на выходе из котла недопустима – останов котла,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление воды на входе в котел,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление воды на выходе из котла,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,ШУГ,включить дутьевой вентилятор №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,1,,,,,,,,
,,,,дутьевой вентилятор №1 включен,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,выключить дутьевой вентилятор №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,дутьевой вентилятор №1 отключен,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,работа от сети,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,работа от чрп,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,авария дутьевого вентилятора №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,авария чрп,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,задание частоты,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,частота,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,ток    электродвигателя    дутьевого вентилятора №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,включить дутьевой вентилятор №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,дутьевой вентилятор №2 включен,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,выключить дутьевой вентилятор №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,дутьевой вентилятор №2 отключен,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,работа от сети,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,работа от чрп,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,авария дутьевого вентилятора №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,авария чрп,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,задание частоты,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,частота,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,ток    электродвигателя    дутьевого вентилятора №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,местное управление,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,старт горелки №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  воздуха  перед  запальником горелки №1 - минимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,наличие факела запальника горелки №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,открыть газовый клапан №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №1 открыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,закрыть газовый клапан №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №1 закрыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,открыть газовый клапан №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №2 открыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,закрыть газовый клапан №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №2 закрыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  между  газовыми  клапанами горелки №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,горелка №1 в работе,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,задание мощности на горелку №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,работа горелки №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,авария горелки №1 – останов котла,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,наличие факела горелки №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  газа  перед  горелкой  №1  - минимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  газа  перед  горелкой  №1 максимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление воздуха перед горелкой  №1 минимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление   газа   перед   регулятором нагрузки горелки №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление воздуха перед горелкой №1,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,старт горелки №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  воздуха  перед  запальником горелки №2 - минимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,наличие  факела  запальника  горелки №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,открыть газовый клапан №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №1 открыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,закрыть газовый клапан №1,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №1 закрыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,открыть газовый клапан №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №2 открыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,закрыть газовый клапан №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,газовый клапан №2 закрыт,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  между  газовыми  клапанами горелки №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,горелка №2 в работе,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,задание мощности на горелку №2,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,работа горелки №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,авария горелки №2 – останов котла,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,наличие факела горелки №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  газа  перед  горелкой  №2  - минимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление  газа  перед  горелкой  №2 максимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление воздуха перед горелкой №2 минимально,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление   газа   перед   регулятором нагрузки горелки №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,давление воздуха перед горелкой №2,цифровой,входящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,,отключение всех дв – останов котла,цифровой,исходящий,Eth MODBUS TCP,,,,,1,,,,,,,,,
,,,Заслонка регулирующая газа котла,Положение ИМ,аналоговый,входящий,4-20мА,,,1,,,0,F1HHG20СG801,,F1HHG20AA801,0,100.0,%,"АР, Р",
,,,,Не открыто,дискретный,входящий,=24В,1,,,,,0,F1HHG20AA801XB51,,,,,,"АР,ДУ",
,,,,Не закрыто,дискретный,входящий,=24В,1,,,,,0,F1HHG20AA801XB52,,,,,,"АР,ДУ",
,,,,Неисправность,дискретный,входящий,=24В,1,,,,,0,F1HHG20AA801XC03,,,,,,ПС,
,,,,Готовность,дискретный,входящий,=24В,1,,,,,0,F1HHG20AA801XC04,,,,,,"АР,ДУ",
,,,,Автоматический выключатель отключен,дискретный,входящий,=24В,1,,,,,0,F1HHG20AA801XM01,,,,,,ПС,
,,,,Больше,дискретный,исходящий,=24В,,1,,,,0,F1HHG20AA801YC01,,,,,,"АР,ДУ",
,,,,Меньше,дискретный,исходящий,=24В,,1,,,,0,F1HHG20AA801YC02,,,,,,"АР,ДУ",
,,,Затвор продувной свечи газа котла,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,F1HHG20AA201XB51,,F1HHG20AA201,,,,ДУ,
,,,,Не закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,F1HHG20AA201XB52,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,F1HHG20AA201XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,F1HHG20AA201XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,F1HHG20AA201YB01,,,,,,ДУ,
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,F1HHG20AA201YB02,,,,,,ДУ,
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,F1HHG20AA201YB03,,,,,,ДУ,
,,,Затвор дисковый К-1 на входе котловой воды в ВК-1,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,F1NDG10AA001XB51,,F1NDG10AA001,,,,ДУ,
